record_ID,Budget
1212,33875.28092
1213,20226.91103
1214,30353.82063
1215,32504.35384
1216,18214.73755
1217,53333.13661
1218,51453.19295
1219,112570.6402
1220,104896.4728
1221,100905.2866
1222,16716.97244
1223,50918.62386
1224,60447.1215
1225,46073.77932
1226,40885.64119
1227,30983.28321
1228,39496.28286
1229,38045.12345
1230,41376.56914
1231,44435.94412
1232,46322.78975
1233,41992.47495
1234,49566.01024
1235,40483.59291
1236,47730.04157
1237,49362.06615
1238,33061.81403
1239,49798.29362
1240,29233.63802
1241,45995.41989
1242,55463.70634
1243,39950.23514
1244,32930.4062
1245,42850.47427
1246,34277.27178
1247,60880.06137
1248,41716.46706
1249,44484.10585
1250,62090.08282
1251,53634.88556
1252,46597.32874
1253,48287.68682
1254,65980.33771
1255,59233.4226
1256,92569.74253
1257,70293.85825
1258,90264.74111
1259,77093.17511
1260,44721.83493
1261,38925.39507
1262,54520.03373
1263,44143.99795
1264,38282.02142
1265,45617.82418
1266,35710.05613
1267,29355.93293
1268,42805.07976
1269,31521.2966
1270,39989.25854
1271,35000.63714
1272,36812.7324
1273,42169.47859
1274,70543.93355
1275,79447.3732
1276,72252.80604
1277,66268.17635
1278,63042.13267
1279,75288.30794
1280,72844.04453
1281,71007.57932
1282,41953.18737
1283,84742.46971
1284,41886.38012
1285,58851.24466
1286,57293.90302
1287,58652.63026
1288,53902.02027
1289,72016.30362
1290,46036.25389
1291,81876.3998
1292,76432.66269
1293,89753.84898
1294,47003.18067
1295,50426.2293
1296,56175.47895
1297,77007.60905
1298,129470.7062
1299,85473.15129
1300,97440.76021
1301,84166.68149
1302,51103.24137
1303,94298.70757
1304,97098.76516
1305,45166.44583
1306,43579.07823
1307,72300.24685
1308,89997.62002
1309,71255.97585
1310,70990.4752
1311,78765.96462
1312,73055.37508
1313,88493.28666
1314,78393.17237
1315,79192.51405
1316,69242.4253
1317,81237.54082
1318,58728.64997
1319,42963.65372
1320,88623.17888
1321,73501.15609
1322,89712.85397
1323,89938.08855
1324,91788.09273
1325,89480.3924
1326,75297.41367
1327,83899.65062
1328,92567.32656
1329,12400.80851
1330,91849.83556
1331,169497.0543
1332,80186.47938
1333,10851.85528
1334,60523.38476
1335,29228.28136
1336,45064.9352
1337,65245.40969
1338,65855.86219
1339,64087.55683
1340,64126.19345
1341,78772.65961
1342,61663.89873
1343,62828.77129
1344,65602.65299
1345,62697.84706
1346,97190.24536
1347,53805.92485
1348,89633.44206
1349,72293.21479
1350,64826.33926
1351,55003.68691
1352,32614.76082
1353,36619.65236
1354,73275.55872
1355,75244.84316
1356,45803.36618
1357,31885.51957
1358,50290.68325
1359,27130.83283
1360,29940.47856
1361,53251.00681
1362,42586.28846
1363,16837.87682
1364,65013.19498
1365,70474.56444
1366,57658.53732
1367,63944.49443
1368,64476.68868
1369,60182.09358
1370,73775.49561
1371,69573.51192
1372,80972.86371
1373,62804.54139
1374,69036.00638
1375,56588.76717
1376,56305.6501
1377,64286.99878
1378,69919.06919
1379,55005.67423
1380,56674.79049
1381,69360.41959
1382,61448.31488
1383,70829.10319
1384,8449.905695
1385,76757.66776
1386,55226.23995
1387,53774.28153
1388,90619.11838
1389,83885.80451
1390,87420.89152
1391,55206.7652
1392,71414.47297
1393,89377.06584
1394,27262.87784
1395,71894.40462
1396,70493.02403
1397,76672.96654
1398,107352.3418
1399,29888.96062
1400,40990.44404
1401,79228.15162
1402,18717.72674
1403,48789.44805
1404,50091.19298
1405,43750.33434
1406,82468.69531
1407,77342.71063
1408,63259.44843
1409,62786.39857
1410,53201.62791
1411,2564.060077
1412,59668.70946
1413,37169.3527
1414,71801.70153
1415,76195.45999
1416,41734.05003
1417,99419.97086
1418,37884.47031
1419,47591.94832
1420,42634.96213
1421,44701.88253
1422,66411.76782
1423,77304.1829
1424,66135.36507
1425,63804.27998
1426,75145.12765
1427,61436.41709
1428,62395.46739
1429,61665.23042
1430,44089.90414
1431,49958.35805
1432,35093.10689
1433,26999.32416
1434,97180.06995
1435,97276.66997
1436,134221.6539
1437,33033.2849
1438,34016.31675
1439,73291.62144
1440,67846.4634
1441,77587.92912
1442,54521.69174
1443,54088.111
1444,81324.33232
1445,76473.87352
1446,86392.33687
1447,74813.2013
1448,76864.53343
1449,74164.56509
1450,58271.77387
1451,66428.69394
1452,55298.94859
1453,85350.55927
1454,72171.09963
1455,56531.19541
1456,73907.4553
1457,110650.0314
1458,3988.853732
1459,84354.69956
1460,77454.53989
1461,81661.2272
1462,106257.1728
1463,89746.85366
1464,89596.18878
1465,100257.9025
1466,62250.43102
1467,39640.68876
1468,48344.23217
1469,82456.90903
1470,93707.64036
1471,49578.24448
1472,82488.3904
1473,58160.33131
1474,72920.81793
1475,86752.39905
1476,96431.87363
1477,120083.4084
1478,82791.68432
1479,107411.6776
1480,86750.88151
1481,93214.82548
1482,81323.73301
1483,50929.58095
1484,114991.9436
1485,70413.42616
1486,56400.52827
1487,72519.7146
1488,50850.63829
1489,103324.3998
1490,90541.84106
1491,103056.6582
1492,78848.1406
1493,75497.06318
1494,73790.30071
1495,62876.62818
1496,110035.0199
1497,117237.5338
1498,111792.8982
1499,45842.40658
1500,54584.14063
1501,51829.04372
1502,57843.57556
1503,65773.33786
1504,52186.34239
1505,62598.40082
1506,64405.07726
1507,64538.44318
1508,84927.90565
1509,84818.60902
1510,112656.1312
1511,84406.67907
1512,85925.35369
1513,56453.05603
1514,87203.83008
1515,91970.11166
1516,73464.5487
1517,72433.60413
1518,61697.68365
1519,91905.20646
1520,42627.80586
1521,85526.74068
1522,40002.75838
1523,9954.730024
1524,11168.78027
1525,8160.798865
1526,37590.6786
1527,9535.48485
1528,12104.10568
1529,60908.64926
1530,49419.80776
1531,11733.46264
1532,9292.678923
1533,14676.40325
1534,80081.62287
1535,89553.75973
1536,110339.7806
1537,110846.1849
1538,105206.9032
1539,101497.3314
1540,134733.181
1541,113337.8283
1542,109106.1728
1543,110756.6132
1544,99342.30567
1545,102634.2047
1546,111805.1189
1547,110461.0402
1548,102770.5522
1549,107432.2321
1550,105127.5063
1551,80938.12053
1552,102870.8206
1553,81313.99692
1554,84306.19983
1555,92961.33716
1556,92111.36473
1557,85793.26193
1558,85134.25079
1559,17009.22532
1560,2859.331547
1562,75713.31662
1563,30703.67615
1564,70204.72201
1565,41374.83333
1566,59789.04045
1567,78997.98154
1568,51625.44491
1569,57382.84955
1570,89966.17074
1571,84847.32116
1572,47027.33921
1573,28437.52441
1574,64522.12184
1575,14320.69126
1576,98082.82804
1577,57171.61366
1578,54686.77319
1579,55853.76594
1580,67433.05579
1581,49465.43309
1582,26509.54374
1583,34812.97688
1584,47640.83169
1585,67844.05964
1586,95948.60889
1587,45810.28319
1588,65546.02631
1589,44819.32976
1590,44807.23734
1591,62978.51624
1592,65648.17492
1593,63474.60058
1594,68416.93478
1595,63140.65225
1596,66115.54023
1597,28150.3329
1598,106530.9887
1599,70380.44258
1600,66379.33641
1601,68629.43125
1602,71583.22349
1603,51839.90321
1604,68331.31059
1605,44482.87824
1606,63046.92388
1607,51349.32889
1608,44161.61653
1609,86815.67277
1610,71986.61874
1611,65785.94936
1612,64381.07087
1613,65514.96216
1614,70315.21559
1615,67961.26908
1616,4626.288619
1617,71010.93357
1618,61258.22075
1619,6322.983596
1620,48783.70158
1621,52727.88453
1622,57986.40927
1623,76237.9981
1624,64587.49636
1625,72072.20283
1626,32445.4627
1627,48410.64589
1628,60025.04475
1629,67411.95541
1630,82122.562
1631,12956.73443
1632,75621.14358
1633,27498.87999
1634,62402.08263
1635,39836.68859
1636,93074.88466
1637,61999.39371
1638,48770.65948
1639,75503.9252
1640,79523.68696
1641,66585.09778
1642,26821.02524
1643,65491.44732
1644,68512.29688
1645,81445.3777
1646,70180.35618
1647,23536.36794
1648,45768.28486
1649,51610.53519
1650,33270.97026
1651,26225.38774
1652,69546.73755
1653,67800.41932
1654,83964.01587
1655,64039.99643
1656,64738.85821
1657,64041.81704
1658,63093.27617
1659,55280.17687
1660,47918.78118
1661,68865.8698
1662,78712.5713
1663,68475.33651
1664,64930.02774
1665,53270.91765
